land_id,location,latitude,longitude,area_sqft,zone_type,road_proximity_km,metro_proximity_km,infrastructure_score,year_established,soil_type,flood_risk,ownership_changes,litigation_count,survey_conflicts,area_mismatch,document_inconsistency_count,price_volatility,market_price,actual_value,location_score,dispute_risk,ownership_change_count,survey_conflict,price_change_pct,days_between_transfers,ownership_count_90days,price_vs_market_ratio,is_fraud,historical_prices,price_vs_area_median_ratio
1323,Thanisandra,13.046324,77.62629,17050.0,commercial,3.135,12.531,70.0,1992,alluvial,False,0,0,1,0,1,0.5422,570404526.39,653792706.88,66.0,low,0,1,-0.0749,480.9,1,,False,"[333982345.54, 427795014.52, 427843585.34, 447374371.01, 483538682.27]",1.0982
1324,Kalyan Nagar,13.02633,77.657458,19423.0,residential,3.995,7.902,84.0,1980,sandy,False,6,3,1,0,2,0.324,355838163.53,323377782.11,86.0,high,6,1,-0.0605,156.2,1,,False,"[197695789.67, 208358034.02, 208705153.64, 279469475.77, 333096200.42]",1.0022
1325,Kalyan Nagar,13.039624,77.648913,19574.0,commercial,0.364,11.7,79.0,1996,sandy,True,3,2,1,1,1,0.5611,640726101.98,683296490.91,71.0,high,3,1,0.7659,664.0,1,,True,"[336484961.62, 503788434.28, 522798576.21, 578644563.25, 603897763.45]",0.5948
1326,Kalyan Nagar,13.003409,77.63299,8845.0,residential,4.85,2.055,75.0,2006,sandy loam,False,1,2,0,0,2,0.7467,118876360.1,130553602.2,74.0,medium,1,0,-0.3186,828.1,1,,False,"[65448010.52, 70940628.1, 71069375.17, 76988515.15, 107891074.64]",0.68
1327,Kalyan Nagar,13.032073,77.657492,28076.0,commercial,2.901,10.593,80.0,2010,sandy loam,False,0,2,1,1,2,0.4298,878544034.43,854427596.38,72.0,high,0,1,0.1501,61.3,0,,False,"[464135743.81, 482252735.21, 596530190.95, 697107447.59, 707265314.04]",0.7939
1328,Kalyan Nagar,13.019106,77.652684,43959.0,residential,3.462,5.654,93.0,2014,rocky,False,4,1,1,0,0,0.0572,508036651.71,459288909.16,85.0,high,4,1,0.7042,28.0,0,,True,"[326528549.22, 336332409.25, 374521642.61, 413085947.07, 470626462.5]",1.1222
1329,Kalyan Nagar,13.006761,77.630421,16389.0,residential,6.487,19.753,87.0,2009,alluvial,False,2,0,1,1,1,0.5575,292901854.68,339769315.43,95.0,high,2,1,0.3495,256.7,1,,False,"[190454285.61, 201825788.09, 213503220.94, 245460193.63, 250709485.68]",1.1135
1330,Kalyan Nagar,13.028941,77.648572,31210.0,commercial,2.541,19.508,92.0,2010,sandy loam,False,1,3,1,0,2,0.4865,1192587423.59,1391679717.55,99.0,high,1,1,-0.4118,228.8,2,,False,"[801637198.28, 861445946.23, 890681999.84, 916457168.51, 1011615843.47]",1.2499
1331,Kalyan Nagar,13.006928,77.643906,58581.0,residential,7.134,12.11,86.0,2011,rocky,True,6,3,1,0,2,0.3631,730624465.2,761685582.32,78.0,high,6,1,0.6819,675.8,1,,True,"[396841721.44, 495507076.49, 542145918.53, 551021670.88, 554818035.88]",0.6108
1332,Kalyan Nagar,13.002311,77.625118,48697.0,industrial,6.212,7.551,82.0,2010,rocky,False,1,1,1,1,0,0.6173,777345197.05,874600962.17,72.0,high,1,1,0.7595,90.3,2,,True,"[390485202.28, 407752211.48, 499510199.12, 597767370.21, 608769396.61]",1.3197
1333,RT Nagar,13.002944,77.609062,4760.0,residential,7.265,10.613,73.0,2014,rocky,False,5,3,1,1,1,0.6493,87897705.43,97575506.95,64.0,high,5,1,0.2783,290.5,3,,True,"[43999875.14, 46078689.9, 61924617.12, 64844916.65, 76049693.6]",1.4682
1334,RT Nagar,13.009157,77.578397,35637.0,commercial,5.773,5.246,66.0,2016,alluvial,False,6,2,0,1,0,0.4195,1680812376.72,2005075939.64,72.0,high,6,0,0.1275,67.1,1,,False,"[841128769.67, 1030300588.06, 1293999829.87, 1303388472.29, 1520902808.89]",1.0266
1335,RT Nagar,13.017175,77.575003,27626.0,agricultural,1.412,12.705,69.0,1987,clay,False,0,1,1,0,2,0.4985,130929187.95,115198543.74,68.0,medium,0,1,0.7505,148.8,0,,True,"[78498545.6, 82650312.2, 87213792.2, 95513466.1, 123184478.14]",0.7909
1336,RT Nagar,13.031866,77.588473,4937.0,residential,6.868,3.237,77.0,2021,alluvial,False,4,1,0,1,0,0.2123,50363432.38,49450291.22,69.0,high,4,0,0.4356,234.5,3,,True,"[30100754.76, 32061971.83, 37189531.44, 40260717.96, 41223004.73]",0.9124
1337,RT Nagar,13.01054,77.589155,48974.0,commercial,7.948,2.754,72.0,1992,alluvial,False,6,1,1,0,2,0.164,1846267248.34,2058333998.96,65.0,high,6,1,-0.147,53.1,2,,False,"[1321798140.96, 1399842294.63, 1484893180.89, 1562062842.53, 1618488943.27]",0.7937
1338,RT Nagar,13.015308,77.597601,17443.0,residential,1.956,0.7,76.0,2016,sandy loam,False,2,3,1,1,0,0.2102,174324457.7,187310978.97,85.0,high,2,1,-0.0613,161.0,2,,True,"[128844416.32, 133005482.26, 140435960.06, 150431540.81, 157479663.56]",1.5495
1339,RT Nagar,13.009309,77.598455,53245.0,commercial,5.25,8.284,72.0,2008,black cotton,False,0,2,1,0,0,0.7483,1558311976.84,1574823017.26,78.0,medium,0,1,-0.104,321.8,3,,True,"[870645107.36, 874503216.48, 996126733.43, 1075325125.5, 1253737466.32]",1.1987
1340,RT Nagar,13.007723,77.576618,48295.0,industrial,3.434,14.401,70.0,1990,sandy loam,True,5,3,1,1,2,0.2611,1266405327.39,1399257075.33,66.0,high,5,1,0.226,122.1,2,,True,"[962909406.51, 1057351153.99, 1094076743.21, 1120912807.5, 1177169580.01]",1.5991
1341,RT Nagar,13.013004,77.580354,59512.0,residential,3.649,11.629,83.0,1998,loam,False,5,0,0,0,2,0.1556,948907305.66,813812959.34,76.0,medium,5,0,0.2089,310.9,2,,False,"[476900794.93, 523767077.96, 627492028.61, 868297555.31, 889958616.17]",1.1794
1342,RT Nagar,13.014972,77.583756,50494.0,agricultural,5.551,7.458,79.0,1990,red laterite,False,0,3,0,1,0,0.1306,352547226.47,364646938.71,78.0,medium,0,0,0.22,606.7,1,,False,"[197003999.72, 286144637.44, 288087005.85, 316503173.68, 327936934.45]",1.3552
1343,RT Nagar,13.007926,77.590951,52800.0,commercial,7.859,12.327,66.0,2023,loam,False,2,0,0,1,0,0.4713,1823512206.62,2052319567.12,74.0,medium,2,0,0.2819,76.2,2,,False,"[1072302378.47, 1087239273.04, 1137549944.56, 1478684331.32, 1498955883.59]",0.4819
1344,RT Nagar,13.028143,77.602803,47704.0,residential,5.308,2.549,70.0,2012,loam,False,0,3,0,1,2,0.2342,579511943.69,532495814.14,72.0,medium,0,0,0.2876,277.0,1,,False,"[365354030.65, 415467732.73, 438150899.69, 452996918.55, 510505345.39]",0.8375
1345,RT Nagar,13.000896,77.592497,2284.0,industrial,7.899,17.642,79.0,1980,alluvial,False,1,3,1,1,1,0.3903,63373059.76,67416608.01,82.0,high,1,1,-0.4365,139.4,2,,True,"[33139629.15, 47276802.92, 51983750.31, 55261323.93, 56896112.96]",1.4896
1346,RT Nagar,13.037299,77.606542,9645.0,commercial,2.631,12.764,67.0,1996,sandy,False,6,1,1,1,2,0.0256,262246644.36,288065299.78,61.0,high,6,1,0.0101,801.5,3,,True,"[141257020.06, 146786584.22, 149798582.69, 215932914.68, 218424897.75]",1.1346
1347,Frazer Town,12.978098,77.592904,21213.0,commercial,1.022,11.698,92.0,2018,sandy loam,False,1,0,0,0,2,0.1169,897130041.5,1071499046.47,94.0,low,1,0,-0.397,194.1,2,,False,"[632781650.38, 641185347.15, 663064029.52, 714888494.04, 803442705.25]",1.1717
1348,Frazer Town,12.998722,77.60715,48788.0,industrial,1.099,8.194,92.0,1990,sandy,False,2,0,0,1,1,0.2404,876255684.67,1011443210.07,82.0,medium,2,0,0.0962,238.8,3,,True,"[452658959.71, 575850033.53, 593047129.27, 726257224.08, 804936277.83]",0.457
1349,Frazer Town,12.979069,77.600573,8901.0,industrial,3.468,4.625,77.0,1983,black cotton,False,6,1,1,1,1,0.6773,238911707.24,243902133.59,67.0,high,6,1,0.6725,150.5,0,,True,"[125308758.57, 153222347.26, 155989384.05, 177170419.04, 213842009.27]",0.7421
1350,Frazer Town,12.996553,77.627018,19503.0,commercial,0.391,3.574,72.0,2005,sandy loam,False,6,0,0,1,1,0.5342,532342311.69,503939429.16,68.0,high,6,0,0.1228,948.3,2,,True,"[288083220.33, 306761336.29, 310298858.04, 453869098.69, 463413386.75]",1.4765
1351,Frazer Town,12.968969,77.600432,30064.0,industrial,6.739,10.957,77.0,1983,sandy loam,False,5,2,0,0,0,0.7183,683885900.27,665203659.61,77.0,high,5,0,-0.0074,1446.0,1,,False,"[352548010.88, 378583901.2, 381499964.53, 511022982.21, 584957142.04]",0.4752
1352,Frazer Town,12.990599,77.619491,12410.0,residential,1.807,14.897,69.0,2019,red laterite,False,5,1,0,1,0,0.7499,259196452.45,269064898.16,66.0,high,5,0,-0.0823,486.2,1,,False,"[131193681.46, 154263881.67, 196736020.02, 198316703.32, 241501120.59]",1.0505
1353,Frazer Town,12.985916,77.61862,43762.0,residential,4.8,13.335,71.0,1996,clay,False,5,0,1,1,1,0.0814,521900644.59,479747543.06,63.0,high,5,1,0.1453,670.7,1,,False,"[298884602.43, 401717408.76, 456469094.58, 479116897.82, 494079847.43]",0.6241
1354,Frazer Town,12.976736,77.614127,38504.0,agricultural,0.176,8.966,73.0,2023,red laterite,False,0,0,0,0,2,0.6612,331992707.38,365152306.47,77.0,low,0,0,-0.4371,119.5,0,,False,"[201840829.36, 212931814.52, 221187129.5, 236614190.45, 239073667.06]",1.1707
1355,Frazer Town,12.978434,77.605492,44136.0,residential,4.354,14.758,97.0,2007,sandy loam,True,5,1,1,1,1,0.4336,486318193.34,567618684.26,98.0,high,5,1,-0.4955,482.3,3,,True,"[281967360.71, 320514664.14, 374044842.89, 414142267.25, 421291094.66]",0.6162
1356,Frazer Town,12.995958,77.619751,27085.0,residential,3.893,5.854,84.0,1995,black cotton,False,2,2,1,0,2,0.4171,565508621.24,538792273.91,75.0,high,2,1,-0.1564,28.2,3,,True,"[288264510.0, 310270644.58, 476725814.07, 523761750.6, 537227342.36]",0.5929
1357,Frazer Town,12.980499,77.624816,55676.0,agricultural,4.068,13.404,78.0,2000,loam,False,0,2,1,1,0,0.3384,393944596.35,436273108.14,75.0,high,0,1,0.6028,427.8,3,,True,"[207495856.83, 293618879.32, 303902260.42, 320762839.26, 323960953.38]",1.1004
1358,Frazer Town,12.9803,77.622906,28270.0,residential,2.965,0.884,89.0,2018,red laterite,False,0,0,0,1,0,0.1501,384694014.02,432080495.28,92.0,low,0,0,-0.0022,127.7,3,,True,"[200230962.68, 207430163.17, 250103337.75, 260082260.54, 358800244.22]",0.5331
1359,Frazer Town,12.972862,77.62417,6881.0,residential,2.218,18.958,72.0,2008,clay,False,2,1,1,0,1,0.236,121665053.89,105741899.04,67.0,medium,2,1,-0.4907,362.4,0,,False,"[72940954.14, 77165865.07, 77210175.08, 98230475.12, 111176240.14]",1.2055
1360,Frazer Town,12.960725,77.604679,15852.0,industrial,7.321,6.217,95.0,1985,black cotton,False,0,0,0,1,2,0.0371,422936763.57,493636343.95,93.0,low,0,0,0.3452,678.5,3,,True,"[213126976.43, 216807387.59, 279846791.18, 383276678.68, 398208791.87]",0.4908
1361,Frazer Town,12.984,77.629926,8904.0,agricultural,6.791,3.629,76.0,2019,loam,False,5,3,0,0,0,0.7483,67110561.47,67364493.16,66.0,high,5,0,0.6774,876.2,1,,True,"[42593413.55, 45769502.52, 52164322.21, 54807031.96, 60371349.91]",1.3734
1362,Shivajinagar,12.972795,77.609676,6572.0,residential,4.15,11.69,99.0,1999,rocky,False,6,2,1,0,0,0.2488,153502497.39,171757532.76,90.0,high,6,1,0.3683,110.5,2,,False,"[97044452.51, 124056779.93, 126914918.58, 132629169.37, 135089902.79]",0.8839
1363,Shivajinagar,12.996599,77.593086,27563.0,commercial,1.191,8.638,73.0,1995,sandy loam,False,0,2,1,1,0,0.6304,1088389784.03,1192534549.19,81.0,high,0,1,0.2501,13.5,3,,True,"[559339735.39, 726851308.6, 787574835.64, 824650999.84, 1009105441.89]",0.4031
1364,Shivajinagar,12.986163,77.617408,36688.0,commercial,5.584,5.451,91.0,2000,loam,False,0,3,0,1,2,0.6166,1126206027.65,1165489078.67,100.0,medium,0,0,-0.2215,938.0,0,,False,"[635264176.55, 777328557.75, 842363398.01, 956579137.81, 1065581043.53]",1.3521
1365,Shivajinagar,12.994029,77.580952,28754.0,residential,3.662,15.546,74.0,2000,sandy,False,2,2,1,1,2,0.1387,687166378.58,680672542.12,70.0,high,2,1,0.1872,244.8,1,,True,"[483255578.17, 550702036.89, 625437702.16, 644429642.78, 651855514.77]",1.5564
1366,Shivajinagar,12.977097,77.600379,41829.0,industrial,4.029,13.628,95.0,2009,sandy loam,False,2,0,0,0,1,0.3122,819018940.11,767062954.97,90.0,low,2,0,-0.0869,232.3,2,,False,"[468495318.31, 604197055.33, 613154966.07, 622405438.41, 646233756.76]",0.5337
1367,Shivajinagar,12.975727,77.584715,12090.0,agricultural,3.758,7.774,75.0,1994,sandy loam,False,4,1,1,1,1,0.1845,70934243.1,61418402.24,65.0,high,4,1,0.5801,483.7,2,,True,"[37279595.4, 41727363.58, 48210474.38, 62810627.59, 63029898.49]",0.9253
1368,Shivajinagar,12.981658,77.605785,22677.0,residential,4.84,3.465,77.0,2014,rocky,False,4,0,0,1,0,0.6193,371530932.74,411830054.45,67.0,medium,4,0,-0.3806,319.3,1,,False,"[262311608.11, 283200143.04, 317306143.15, 322232036.4, 338049719.45]",1.0092
1369,Shivajinagar,12.975099,77.61911,803.0,commercial,6.514,17.209,78.0,2015,alluvial,False,1,2,1,1,1,0.6827,22135716.99,19032185.34,73.0,high,1,1,0.2351,87.0,1,,True,"[11106346.91, 13605045.59, 13869045.54, 17391422.46, 18315107.15]",1.5305
1370,Shivajinagar,12.981624,77.589562,56537.0,commercial,0.512,2.306,90.0,2014,black cotton,False,0,1,1,1,1,0.1584,2865408449.86,2637736202.78,90.0,high,0,1,0.4923,164.6,2,,False,"[1720234143.13, 1921308934.0, 2326459836.57, 2524357200.02, 2677181141.97]",1.0059
1371,Shivajinagar,12.961224,77.585318,22084.0,residential,4.054,3.949,91.0,2015,clay,False,2,0,1,0,0,0.6582,356540392.75,336894251.0,100.0,medium,2,1,0.5454,699.7,0,,True,"[214020116.71, 232728661.58, 288348827.36, 303581677.42, 329901735.23]",0.9801
1372,Shivajinagar,12.998686,77.60744,51743.0,residential,5.641,5.388,87.0,2015,clay,False,3,0,1,0,1,0.7299,890340310.66,958785768.8,89.0,medium,3,1,-0.0872,247.9,2,,True,"[503900853.8, 519582839.16, 528046203.52, 761796422.39, 767436016.9]",1.5854
1373,Shivajinagar,12.99359,77.60325,21958.0,commercial,5.576,12.271,72.0,1999,sandy,False,2,1,1,0,2,0.2521,1114619041.48,1052300163.22,76.0,medium,2,1,0.2798,30.9,0,,False,"[665147078.44, 700941370.25, 811703345.81, 831672667.46, 910012254.66]",0.732
1374,Shivajinagar,12.970452,77.58334,54690.0,residential,2.164,15.945,84.0,1993,alluvial,False,1,2,1,0,2,0.4635,623079965.41,557370055.94,91.0,high,1,1,0.4702,283.0,1,,False,"[320912813.07, 323689599.06, 363206707.68, 476621913.38, 506188716.4]",0.4208
1375,Shivajinagar,12.965988,77.595338,27924.0,commercial,1.077,13.14,86.0,1982,alluvial,False,5,2,1,0,0,0.0318,948848051.32,1041804836.64,77.0,high,5,1,-0.0324,534.1,0,,False,"[518462420.4, 703070163.09, 755846334.64, 775928881.43, 863308059.58]",0.6632
1376,Shivajinagar,12.996019,77.619215,47179.0,residential,4.714,1.944,89.0,2013,sandy loam,False,6,1,0,1,1,0.7094,948038459.64,1122639333.52,86.0,high,6,0,0.3045,641.6,0,,False,"[534166869.28, 628528788.01, 649328878.15, 846615588.0, 894134261.79]",1.0108
1377,MG Road,12.967827,77.608289,43331.0,residential,0.503,18.63,100.0,1993,sandy,False,2,2,0,1,2,0.4362,1266123308.32,1162073313.87,95.0,high,2,0,0.0725,1.2,0,,True,"[672946566.96, 730287214.54, 801739890.54, 950586015.54, 987939084.99]",1.2314
1378,MG Road,12.97,77.609954,46517.0,residential,1.797,12.646,83.0,2022,sandy,False,1,0,1,0,1,0.452,861323919.35,1013304702.01,73.0,medium,1,1,-0.1269,362.9,1,,False,"[453351926.64, 668624775.37, 693399315.65, 755342989.87, 774356554.39]",1.1863
1379,MG Road,12.993934,77.635824,25438.0,agricultural,7.534,3.267,80.0,1992,alluvial,False,1,3,1,0,0,0.6125,235913750.38,270583596.76,86.0,high,1,1,-0.4443,335.8,0,,False,"[119454677.83, 173686089.35, 200755091.79, 207013665.52, 213452066.4]",0.58
1380,MG Road,12.96489,77.637783,23814.0,agricultural,3.247,17.976,90.0,1999,black cotton,False,6,2,1,1,0,0.7093,295756033.61,320346958.09,89.0,high,6,1,0.2295,297.6,3,,True,"[155265006.73, 165888535.69, 193009847.33, 211646209.33, 262863131.03]",0.5127
1381,MG Road,12.980623,77.607511,59791.0,residential,7.192,5.922,93.0,1997,alluvial,False,0,0,1,0,1,0.6134,1741204725.05,1838305022.52,89.0,low,0,1,0.4356,280.3,3,,True,"[872372054.0, 1059391097.54, 1129972157.73, 1426816394.61, 1469166260.74]",0.8337
1382,MG Road,12.962413,77.616125,34987.0,agricultural,7.585,8.557,84.0,1999,alluvial,False,1,2,0,1,2,0.722,344989644.34,364620077.91,87.0,medium,1,0,0.234,269.7,1,,False,"[185457950.17, 239164015.22, 248889266.32, 302452328.4, 306952216.96]",0.4013
1383,MG Road,12.964922,77.621464,35897.0,commercial,3.716,18.657,100.0,2014,sandy loam,False,1,0,1,0,1,0.5222,1664607633.03,1852655142.82,100.0,medium,1,1,0.414,331.6,3,,True,"[1060492100.48, 1264622141.42, 1316442132.03, 1363866918.79, 1492951021.37]",1.1064
1384,MG Road,12.958676,77.622798,37928.0,agricultural,7.521,3.554,99.0,1981,sandy loam,False,0,3,0,0,2,0.324,358116014.32,332861932.07,96.0,medium,0,0,0.7801,547.4,1,,True,"[212979433.02, 218141853.78, 278209172.46, 336738162.0, 338448419.27]",0.4106
1385,MG Road,12.984629,77.627667,46530.0,commercial,6.567,18.822,80.0,1989,red laterite,False,1,0,0,0,1,0.0582,1920574257.97,2298117448.9,78.0,low,1,0,0.6167,35.7,0,,True,"[1115578823.0, 1132317647.69, 1351035464.67, 1607369581.27, 1765391083.95]",1.0348
1386,MG Road,12.99337,77.613947,30200.0,residential,2.154,16.878,77.0,1988,black cotton,False,4,2,0,1,0,0.7105,818407769.58,731986479.92,81.0,high,4,0,0.2571,216.1,3,,True,"[481157271.89, 547778892.52, 622346042.88, 670869123.54, 676358394.1]",0.8766
1387,MG Road,12.978943,77.609928,25090.0,residential,5.618,12.371,89.0,2022,red laterite,False,3,3,1,0,2,0.62,467962405.48,466460794.73,85.0,high,3,1,-0.4426,674.5,2,,False,"[288583713.33, 293491155.95, 293656081.96, 305161408.02, 361347022.53]",0.7882
1388,MG Road,12.983125,77.638745,58951.0,agricultural,6.628,2.308,83.0,2006,rocky,False,3,2,1,1,2,0.4717,743381725.91,858586252.67,85.0,high,3,1,-0.1865,313.4,0,,False,"[446070167.97, 449471402.01, 499274109.09, 556679773.08, 596497228.74]",0.8698
1389,MG Road,12.972129,77.624658,54040.0,commercial,3.204,19.311,83.0,2010,rocky,False,4,0,1,0,0,0.6711,3003003152.9,3153404339.91,87.0,medium,4,1,0.0095,514.9,2,,False,"[1547365811.56, 2006764522.67, 2040818494.95, 2190106364.55, 2756371420.47]",1.3064
1390,MG Road,12.981096,77.638137,25277.0,agricultural,5.381,17.076,100.0,1982,black cotton,False,0,3,1,0,1,0.4723,180281983.38,181504584.27,100.0,high,0,1,-0.4714,1006.3,0,,False,"[114499372.28, 117322291.85, 120208372.04, 122410150.9, 138258025.72]",0.711
1391,MG Road,12.981822,77.608934,42696.0,residential,7.789,13.522,89.0,2016,sandy loam,False,4,0,0,1,2,0.4347,916232656.86,1039180600.21,97.0,medium,4,0,0.5187,244.8,1,,True,"[514830537.0, 525259015.53, 568600329.03, 745944879.26, 849543171.88]",1.5051
1392,Brigade Road,12.967686,77.592936,32718.0,residential,7.399,12.353,84.0,2020,sandy,True,6,3,1,0,1,0.5046,711529679.91,619528260.96,74.0,high,6,1,0.793,200.3,3,,True,"[372511411.45, 379174399.81, 405292999.58, 409468845.31, 481044748.31]",1.5326
1393,Brigade Road,12.958179,77.626391,48387.0,residential,6.684,13.912,99.0,2013,loam,False,1,2,0,1,2,0.4299,1046652740.14,920240463.3,100.0,medium,1,0,0.7215,784.6,3,,True,"[614985707.25, 687846750.95, 752943991.66, 867722803.8, 963286994.42]",1.5574
1394,Brigade Road,12.970265,77.587744,43113.0,residential,2.209,7.744,99.0,2017,red laterite,False,2,3,1,1,0,0.3597,1117127807.86,1103354065.87,91.0,high,2,1,-0.3626,29.7,2,,True,"[684136625.64, 734188818.44, 932006323.87, 1018510619.58, 1035698769.74]",0.8813
1395,Brigade Road,12.964232,77.595589,27396.0,agricultural,3.379,13.636,98.0,1982,sandy loam,True,1,0,0,1,2,0.3009,206482460.16,209043338.73,100.0,low,1,0,-0.3447,505.1,3,,True,"[106130124.53, 132618040.24, 137689121.34, 186374658.19, 193402061.87]",1.2008
1396,Brigade Road,12.960408,77.614797,30714.0,residential,7.358,17.472,94.0,2012,sandy loam,False,2,3,0,0,1,0.0569,996351611.02,1149218692.42,99.0,medium,2,0,0.4092,466.0,0,,False,"[534170150.42, 584158345.87, 711438339.79, 760280639.56, 785054856.64]",1.3616
1397,Brigade Road,12.983745,77.614387,18270.0,residential,0.965,8.305,100.0,1997,sandy,False,5,0,1,0,2,0.2725,555854975.23,571824891.43,96.0,high,5,1,-0.3169,32.0,2,,False,"[327857405.93, 409362950.3, 479934161.35, 498707009.9, 504029317.83]",0.4609
1398,Brigade Road,12.980826,77.620856,50065.0,residential,7.175,3.633,81.0,2015,sandy,False,1,1,0,0,1,0.4197,1664581626.15,1484591512.43,77.0,low,1,0,-0.0654,35.4,3,,True,"[986568794.11, 1135862655.94, 1243340593.98, 1264085965.0, 1308451397.56]",0.9063
1399,Brigade Road,12.98217,77.626706,25730.0,residential,3.441,10.185,90.0,1985,alluvial,True,3,3,0,1,0,0.2955,851570165.43,897517344.63,91.0,high,3,0,0.2357,257.1,1,,False,"[449108024.74, 597350423.15, 632747507.21, 635524698.73, 694566606.82]",0.9219
1400,Brigade Road,12.965257,77.591141,53145.0,residential,4.08,3.804,100.0,2009,black cotton,False,4,2,1,1,2,0.1498,1496971557.47,1733574246.74,100.0,high,4,1,0.3915,1740.0,2,,False,"[808311557.01, 946791582.42, 1306065330.28, 1325673178.37, 1383822869.97]",1.1644
1401,Brigade Road,12.958787,77.617965,14248.0,commercial,6.758,13.288,86.0,2008,red laterite,False,6,1,1,1,2,0.1832,1031937917.61,1091108397.16,79.0,high,6,1,-0.4673,282.0,0,,False,"[711218732.48, 870318518.64, 880044086.54, 886821710.65, 951332834.26]",1.1743
1402,Brigade Road,12.988669,77.613621,40902.0,agricultural,2.64,8.549,87.0,2020,black cotton,True,6,0,0,1,2,0.0917,485483720.09,572708594.09,88.0,high,6,0,-0.3012,522.2,0,,False,"[259987627.39, 363211692.12, 385996678.88, 437751067.25, 450765148.71]",0.6374
1403,Brigade Road,12.95887,77.620478,33455.0,industrial,6.765,13.238,97.0,2005,sandy loam,False,3,0,1,1,1,0.277,1085186964.31,1226972258.67,100.0,high,3,1,-0.4668,217.5,1,,False,"[551977703.77, 679478688.42, 761998618.75, 930126666.61, 938488349.49]",0.6781
1404,Brigade Road,12.958377,77.61135,47346.0,agricultural,6.212,16.844,94.0,2002,loam,True,6,1,1,0,2,0.1632,611884038.8,606665070.63,84.0,high,6,1,0.2866,1091.7,3,,True,"[307619549.96, 310976627.88, 459217660.66, 520061459.98, 557700135.19]",0.5914
1405,Brigade Road,12.968516,77.592848,24416.0,commercial,2.307,11.602,98.0,2006,rocky,False,1,2,1,0,0,0.4013,1297864567.52,1539277942.06,99.0,high,1,1,0.2309,309.0,1,,False,"[710649396.35, 862505556.44, 970437375.5, 1009575776.6, 1214069541.9]",0.5954
1406,Lavelle Road,12.963676,77.600172,3640.0,industrial,6.585,14.05,100.0,2021,clay,False,5,2,1,0,0,0.1557,176467645.31,195655387.79,100.0,high,5,1,-0.3552,216.8,0,,False,"[88826527.92, 102736868.47, 108647868.38, 113179403.41, 165593795.87]",0.5346
1407,Lavelle Road,12.964717,77.615922,51680.0,residential,4.454,15.0,100.0,2012,clay,False,4,1,1,0,2,0.5355,1642568290.02,1479886968.83,97.0,high,4,1,0.4581,606.4,2,,True,"[1001514053.33, 1003870273.9, 1046513472.74, 1128405171.16, 1462203725.08]",1.4495
1408,Lavelle Road,12.955606,77.597517,55074.0,agricultural,5.585,15.984,93.0,1995,clay,False,4,3,1,1,1,0.7136,580978718.38,498422841.08,95.0,high,4,1,0.3082,82.7,1,,False,"[290979520.21, 385025699.2, 385111311.91, 430199325.29, 512300997.27]",1.1009
1409,Lavelle Road,12.979808,77.590412,35744.0,residential,5.135,10.729,94.0,2005,alluvial,False,0,1,0,0,0,0.5819,1040798330.79,1121255393.62,97.0,low,0,0,0.0336,901.8,1,,False,"[624544981.26, 660418799.28, 716610856.43, 830543142.2, 983088538.47]",0.4607
1410,Lavelle Road,12.966446,77.614587,52143.0,industrial,1.321,14.721,84.0,2010,loam,True,4,2,0,1,1,0.4326,2163834039.29,1974095260.98,91.0,high,4,0,0.7169,143.1,2,,True,"[1129909746.15, 1376311861.82, 1415984340.95, 1743606076.01, 1963708160.73]",0.6354
1411,Lavelle Road,12.975795,77.592893,14495.0,residential,4.184,0.602,95.0,2020,loam,True,4,0,0,1,0,0.3004,385941209.48,330003832.32,87.0,medium,4,0,0.7865,43.5,1,,True,"[235997148.33, 248793011.5, 258859902.27, 272907213.05, 311898933.89]",0.7833
1412,Lavelle Road,12.95268,77.593984,36378.0,residential,7.839,2.834,100.0,1989,red laterite,False,2,0,0,1,1,0.4272,886511991.14,838103299.6,97.0,medium,2,0,0.7898,865.0,1,,True,"[625518360.45, 681401766.24, 705174007.17, 718044876.14, 798005807.69]",0.4911
1413,Lavelle Road,12.963065,77.580457,36571.0,residential,1.54,2.983,100.0,2000,rocky,False,5,0,1,1,2,0.5234,676539959.85,719079212.21,100.0,high,5,1,0.6252,140.9,3,,True,"[347990685.52, 416374323.1, 492315429.53, 576067483.73, 589500457.97]",0.5529
1414,Lavelle Road,12.981479,77.608627,40477.0,commercial,6.362,10.049,81.0,1989,sandy,False,1,2,0,0,0,0.2145,2393429530.54,2210337706.82,84.0,medium,1,0,0.1213,87.7,1,,False,"[1234905349.16, 1238574737.19, 1338082403.88, 1573872726.5, 1970895719.89]",0.5544
1415,Lavelle Road,12.969218,77.610528,23453.0,residential,0.311,4.303,80.0,2005,clay,False,0,3,0,0,2,0.3748,715107203.67,795732603.82,83.0,medium,0,0,0.703,842.6,2,,True,"[398056460.85, 429428493.16, 474443009.02, 479318066.58, 528430291.8]",0.8311
1416,Lavelle Road,12.955492,77.589521,4980.0,commercial,4.346,7.036,88.0,1981,black cotton,False,5,1,0,1,1,0.1359,333288030.62,349475341.47,92.0,high,5,0,0.4023,1327.2,1,,False,"[228722760.32, 248439788.57, 275033430.34, 284981848.28, 290984897.82]",1.3345
